fl,hp,lv,sp,pt,ar,st
1,92,6,140,0,11,0
1,92,8,96,0,11,2
1,91,9,107,1,11,2
1,91,6,146,2,11,0
1,91,9,70,1,11,3
1,91,10,82,1,11,0
1,91,5,125,0,11,1
1,91,6,100,3,11,1
1,90,10,69,1,11,0
1,90,5,102,2,11,1
1,90,14,73,0,11,2
1,90,10,73,0,11,1
1,90,12,77,0,11,2
1,90,11,79,2,11,1
1,89,11,93,1,11,0
1,89,7,100,1,11,0
1,89,13,102,0,11,0
1,89,9,89,2,11,1
1,89,9,120,0,11,1
1,89,13,82,0,11,1
1,89,9,154,2,11,0
1,89,7,107,3,11,0
1,89,7,142,0,11,2
1,89,6,122,1,11,1
1,88,10,94,0,11,2
1,87,15,121,0,11,1
1,87,13,132,0,11,0
1,87,17,76,0,11,1
1,87,12,57,2,11,1
1,87,17,53,1,11,0
1,87,8,117,2,11,0
1,87,9,132,0,11,1
1,86,9,77,0,11,1
1,86,9,84,1,11,1
1,86,6,101,3,11,0
1,86,8,99,3,11,1
1,86,11,76,0,11,2
1,86,14,54,0,11,1
1,86,6,102,1,11,2
1,86,8,98,1,11,2
1,86,11,108,1,11,1
1,86,11,160,0,11,0
1,85,12,91,0,11,2
1,85,7,91,2,11,1
1,85,9,67,0,11,1
1,85,8,91,1,11,1
1,85,11,93,1,11,1
1,85,14,102,0,11,1
1,85,10,92,1,11,0
1,84,16,77,0,11,0
1,84,19,61,0,11,1
1,84,10,98,1,11,1
1,84,13,60,1,11,1
1,84,12,77,2,11,1
1,84,14,72,1,11,2
1,83,9,87,0,11,4
1,83,12,110,0,11,0
1,83,10,74,3,11,1
1,83,9,82,0,11,4
1,83,15,61,0,11,0
1,83,5,111,1,11,1
1,83,10,83,1,11,1
1,83,13,82,1,11,0
1,83,16,94,1,11,1
1,82,11,98,0,11,0
1,82,13,54,2,11,1
1,82,8,119,2,11,0
1,82,10,63,0,11,2
1,82,9,65,0,11,2
1,82,11,85,1,11,1
1,82,9,77,1,11,1
1,81,13,76,0,11,2
1,81,7,108,1,11,0
1,81,15,68,0,11,2
1,81,13,56,1,11,0
1,81,13,61,0,11,2
1,81,12,56,1,11,1
1,81,14,86,0,11,2
1,81,13,66,1,11,1
1,81,10,107,0,11,0
1,81,12,76,0,11,2
1,81,11,71,0,11,1
1,81,10,88,4,11,0
1,81,6,93,0,11,3
1,81,14,55,1,11,3
1,81,8,77,2,11,1
1,81,13,53,0,11,2
1,80,9,68,1,11,0
1,80,7,126,0,11,1
1,80,11,60,0,11,3
1,80,8,102,1,11,1
1,80,13,70,2,11,2
1,80,10,136,1,11,1
1,80,11,64,0,11,1
1,80,10,63,1,11,3
1,80,11,82,2,11,1
1,80,8,103,0,11,2
1,79,9,99,0,11,3
1,79,7,95,2,11,3
1,79,10,75,0,11,3
1,79,11,67,3,11,0
1,79,6,122,3,11,0
1,79,8,123,0,11,1
1,79,11,65,2,11,1
1,79,11,101,2,11,1
1,79,12,100,1,11,2
1,79,12,81,0,11,3
1,79,9,69,0,11,1
1,79,11,61,0,11,2
1,79,10,92,0,11,1
1,78,9,91,2,11,1
1,78,9,93,0,11,1
1,78,10,94,1,11,0
1,78,6,117,0,11,0
1,78,11,69,1,11,1
1,78,7,123,2,11,1
1,78,11,57,1,11,1
1,78,9,119,1,11,0
1,78,9,67,1,11,2
1,78,9,77,1,11,3
1,78,7,91,0,11,0
1,78,10,88,1,11,0
1,78,10,66,0,11,1
1,78,9,78,0,11,0
1,78,11,65,1,11,0
1,78,7,104,1,11,1
1,78,9,67,2,11,1
1,77,9,97,0,11,2
1,77,9,99,1,11,1
1,76,7,107,1,11,1
1,76,8,104,1,11,1
1,75,6,89,0,11,1
1,75,7,127,1,11,1
1,75,6,123,0,11,1
1,74,5,127,0,11,1
1,48,16,34,1,11,2
1,10,16,38,2,11,2
1,109,10,89,1,10,1
1,109,10,72,0,10,2
1,108,9,70,2,10,1
1,108,9,96,0,10,2
1,108,9,77,0,10,2
1,106,7,78,2,10,2
1,106,7,113,0,10,1
1,106,7,97,1,10,1
1,106,7,103,2,10,1
1,105,6,119,1,10,1
1,105,9,115,1,10,1
1,105,11,95,3,10,0
1,105,12,55,2,10,1
1,104,11,82,1,10,3
1,104,8,62,2,10,1
1,103,16,64,0,10,0
1,102,15,72,1,10,0
1,101,9,60,0,10,0
1,101,10,93,1,10,1
1,101,8,69,1,10,0
1,100,8,115,1,10,2
1,100,14,72,0,10,1
1,100,14,88,0,10,1
1,100,7,80,2,10,0
1,100,9,116,2,10,1
1,99,8,104,2,10,1
1,99,11,60,0,10,1
1,99,11,72,2,10,1
1,98,10,94,0,10,1
1,96,10,94,0,10,2
1,96,10,101,2,10,0
1,96,7,125,2,10,0
1,95,6,104,3,10,1
1,95,6,102,1,10,2
1,94,9,69,2,10,2
1,94,12,99,0,10,0
1,94,13,75,1,10,1
1,94,11,70,2,10,2
1,94,9,125,0,10,0
1,93,12,67,0,10,2
1,93,14,66,1,10,0
1,93,12,88,2,10,2
1,93,11,108,0,10,1
1,92,11,72,2,10,1
1,92,17,49,1,10,1
1,91,11,85,4,10,0
1,91,13,88,2,10,1
1,91,11,65,1,10,3
1,91,10,104,1,10,1
1,91,9,66,3,10,0
1,91,6,109,2,10,0
1,91,12,70,0,10,2
1,91,16,63,0,10,0
1,90,12,109,1,10,0
1,90,8,108,0,10,2
1,90,14,69,1,10,1
1,90,12,63,0,10,1
1,89,7,98,1,10,1
1,89,8,145,0,10,0
1,88,8,118,2,10,1
1,88,9,82,3,10,0
1,88,12,51,1,10,2
1,88,13,78,1,10,2
1,88,12,119,0,10,1
1,88,12,109,1,10,1
1,88,13,88,0,10,2
1,88,14,71,1,10,2
1,88,9,98,1,10,2
1,88,8,111,2,10,1
1,87,5,129,0,10,3
1,87,13,115,0,10,1
1,87,14,56,2,10,1
1,87,9,75,2,10,1
1,87,11,69,3,10,0
1,87,11,63,0,10,2
1,87,15,107,1,10,1
1,87,13,99,0,10,1
1,87,7,89,0,10,0
1,86,14,64,0,10,1
1,86,18,67,0,10,2
1,86,11,113,1,10,0
1,86,11,91,0,10,3
1,86,11,56,1,10,0
1,86,14,82,0,10,0
1,86,15,67,0,10,1
1,86,8,90,2,10,1
1,86,10,88,1,10,2
1,86,9,78,1,10,1
1,86,11,62,2,10,1
1,86,10,67,0,10,3
1,86,7,83,3,10,1
1,85,14,60,0,10,0
1,85,19,71,0,10,1
1,85,18,73,1,10,0
1,85,12,67,0,10,2
1,85,15,56,0,10,1
1,85,12,138,1,10,0
1,85,9,68,1,10,1
1,85,10,89,1,10,2
1,84,11,129,0,10,0
1,84,16,66,3,10,0
1,84,13,76,0,10,3
1,84,13,70,2,10,0
1,84,12,83,1,10,2
1,84,11,66,1,10,0
1,83,15,55,0,10,1
1,83,12,97,0,10,1
1,83,14,66,1,10,1
1,83,15,50,0,10,1
1,83,13,73,0,10,2
1,83,12,93,0,10,2
1,83,13,121,1,10,0
1,83,9,72,1,10,2
1,82,10,109,1,10,1
1,82,15,77,1,10,0
1,82,12,78,0,10,2
1,82,9,100,1,10,1
1,82,12,89,1,10,1
1,82,13,131,1,10,0
1,82,15,55,1,10,1
1,82,9,124,1,10,0
1,82,12,88,0,10,2
1,82,13,73,0,10,1
1,82,8,98,1,10,2
1,82,13,67,1,10,3
1,82,10,125,0,10,0
1,82,12,93,1,10,0
1,82,10,85,2,10,0
1,82,14,92,0,10,1
1,82,13,76,0,10,1
1,82,9,93,2,10,2
1,82,12,61,3,10,1
1,82,11,66,1,10,1
1,82,12,69,3,10,1
1,82,13,76,1,10,2
1,81,10,143,0,10,1
1,81,12,83,2,10,1
1,81,9,78,1,10,2
1,81,13,66,0,10,3
1,81,9,77,3,10,0
1,81,10,93,0,10,2
1,81,12,102,1,10,2
1,81,10,89,1,10,4
1,81,13,63,1,10,0
1,81,10,93,0,10,0
1,81,13,58,2,10,2
1,81,12,75,0,10,1
1,81,15,42,3,10,1
1,81,14,106,1,10,1
1,81,14,90,0,10,2
1,81,13,88,1,10,0
1,81,10,94,1,10,1
1,81,10,90,2,10,1
1,81,15,47,1,10,1
1,81,13,76,1,10,2
1,80,12,66,1,10,1
1,80,12,138,0,10,0
1,80,14,77,1,10,0
1,80,9,94,1,10,0
1,80,13,79,2,10,0
1,80,11,67,1,10,2
1,80,10,64,1,10,1
1,80,13,64,0,10,1
1,80,9,94,0,10,2
1,80,13,73,1,10,1
1,80,13,79,2,10,1
1,80,11,73,1,10,1
1,80,11,66,2,10,0
1,79,9,104,1,10,1
1,79,9,93,0,10,1
1,79,12,68,0,10,1
1,79,10,109,1,10,0
1,79,11,64,1,10,2
1,79,7,107,0,10,2
1,79,8,89,3,10,0
1,79,13,113,2,10,0
1,79,10,130,0,10,2
1,79,10,68,2,10,1
1,79,11,109,0,10,3
1,79,9,104,0,10,2
1,79,12,79,2,10,1
1,79,12,57,0,10,1
1,79,10,68,1,10,1
1,79,10,114,1,10,1
1,79,10,68,0,10,3
1,79,12,96,0,10,3
1,79,11,93,1,10,0
1,79,10,69,3,10,0
1,79,11,104,0,10,1
1,79,12,68,3,10,1
1,79,13,55,0,10,1
1,79,9,74,0,10,0
1,79,13,77,3,10,1
1,78,10,116,2,10,0
1,78,12,67,2,10,0
1,78,9,68,2,10,1
1,78,10,98,1,10,0
1,78,10,72,0,10,1
1,78,11,83,2,10,1
1,78,11,80,1,10,0
1,78,9,110,2,10,0
1,78,11,85,1,10,2
1,78,9,69,2,10,1
1,78,9,72,1,10,2
1,77,7,123,0,10,1
1,77,9,79,1,10,2
1,77,9,82,0,10,1
1,77,8,94,2,10,0
1,77,6,120,1,10,1
1,77,9,103,1,10,1
1,76,6,128,0,10,3
1,76,9,116,1,10,2
1,76,7,115,0,10,3
1,76,9,124,0,10,0
1,76,8,99,2,10,1
1,76,7,119,0,10,2
1,76,9,80,1,10,2
1,75,6,103,1,10,2
1,74,5,98,1,10,1
1,73,17,31,2,10,1
1,51,14,38,0,10,1
1,35,18,31,1,10,1
1,114,15,48,3,9,1
1,114,19,45,0,9,0
1,113,14,80,1,9,2
1,112,13,66,1,9,1
1,112,14,53,2,9,0
1,112,13,91,1,9,2
1,112,13,75,0,9,0
1,112,13,73,1,9,0
1,112,13,145,1,9,0
1,112,13,68,1,9,3
1,112,13,110,2,9,0
1,112,13,56,0,9,2
1,111,12,66,1,9,3
1,111,12,92,3,9,1
1,111,12,71,1,9,1
1,111,12,96,1,9,1
1,111,12,90,0,9,0
1,111,13,72,4,9,0
1,110,11,101,1,9,2
1,110,11,123,0,9,0
1,110,12,69,1,9,2
1,110,11,112,1,9,0
1,110,11,60,1,9,4
1,110,11,108,1,9,2
1,110,11,105,2,9,1
1,110,11,99,1,9,0
1,110,13,108,2,9,0
1,110,11,127,0,9,0
1,110,11,139,0,9,0
1,109,10,60,2,9,2
1,109,10,108,2,9,0
1,109,10,100,0,9,1
1,109,10,62,2,9,1
1,109,10,65,2,9,1
1,109,10,105,3,9,1
1,109,13,66,3,9,1
1,109,10,85,2,9,2
1,109,10,67,3,9,1
1,109,10,97,1,9,0
1,109,11,51,1,9,1
1,109,10,95,0,9,0
1,109,10,104,1,9,1
1,109,10,140,1,9,1
1,109,10,75,2,9,0
1,108,9,91,1,9,2
1,108,12,133,0,9,0
1,108,9,65,1,9,4
1,108,9,67,1,9,1
1,108,9,68,0,9,1
1,108,12,87,0,9,2
1,108,9,116,2,9,0
1,108,12,51,2,9,1
1,108,13,122,1,9,0
1,108,14,76,1,9,0
1,108,12,110,1,9,0
1,108,9,96,3,9,1
1,108,9,90,2,9,1
1,108,9,74,2,9,1
1,108,9,147,0,9,1
1,108,11,107,0,9,2
1,108,11,74,0,9,1
1,108,9,95,1,9,1
1,108,9,137,1,9,0
1,107,8,121,0,9,3
1,107,14,91,1,9,0
1,107,13,54,3,9,0
1,107,12,61,1,9,2
1,107,8,92,2,9,2
1,107,10,71,3,9,1
1,107,12,75,0,9,1
1,107,8,80,1,9,2
1,107,12,77,1,9,1
1,107,8,82,1,9,2
1,107,8,131,0,9,1
1,107,13,94,1,9,1
1,107,13,72,2,9,0
1,107,8,119,2,9,0
1,107,11,71,0,9,2
1,107,8,97,0,9,2
1,107,10,104,4,9,0
1,107,8,82,1,9,2
1,106,8,100,1,9,2
1,106,7,103,1,9,1
1,106,7,105,0,9,1
1,106,7,95,2,9,3
1,106,7,96,1,9,2
1,106,7,124,3,9,0
1,106,7,84,3,9,3
1,106,7,140,1,9,0
1,106,8,78,3,9,0
1,106,10,107,3,9,1
1,106,11,117,1,9,1
1,106,12,89,0,9,3
1,106,7,83,1,9,2
1,106,12,90,0,9,4
1,106,7,103,2,9,1
1,106,10,79,0,9,3
1,106,7,125,0,9,1
1,106,15,64,1,9,1
1,106,16,85,0,9,2
1,106,7,98,1,9,1
1,106,7,100,3,9,0
1,106,7,102,1,9,2
1,106,7,83,3,9,1
1,106,7,102,2,9,1
1,106,7,104,1,9,0
1,106,7,119,2,9,1
1,106,7,108,1,9,0
1,106,9,80,3,9,2
1,106,12,73,0,9,4
1,106,7,119,2,9,1
1,106,7,74,3,9,1
1,106,19,72,3,9,0
1,106,7,87,1,9,2
1,106,7,82,1,9,3
1,106,8,112,1,9,0
1,106,9,57,1,9,2
1,106,9,109,3,9,0
1,106,8,132,1,9,2
1,106,11,91,1,9,3
1,105,7,108,1,9,0
1,105,9,65,0,9,2
1,105,11,97,1,9,1
1,105,9,93,1,9,2
1,105,7,65,1,9,2
1,105,6,103,2,9,1
1,105,6,119,3,9,0
1,105,8,65,1,9,3
1,105,6,85,4,9,0
1,105,6,107,2,9,0
1,105,7,146,2,9,0
1,105,6,97,2,9,1
1,105,6,126,0,9,1
1,105,6,125,1,9,1
1,105,6,86,3,9,3
1,105,14,48,2,9,1
1,105,11,84,2,9,2
1,105,14,77,1,9,0
1,104,7,74,1,9,3
1,104,7,123,1,9,0
1,104,5,111,0,9,3
1,104,5,141,2,9,1
1,104,11,83,2,9,2
1,104,7,69,1,9,2
1,104,12,66,1,9,0
1,104,7,122,1,9,0
1,104,6,102,1,9,3
1,104,14,65,3,9,2
1,104,6,88,2,9,2
1,104,12,78,0,9,0
1,104,13,91,1,9,0
1,104,5,89,3,9,1
1,104,9,88,2,9,2
1,103,12,67,2,9,2
1,103,14,91,1,9,1
1,103,10,59,2,9,2
1,103,9,76,2,9,2
1,103,13,37,2,9,1
1,103,13,103,0,9,2
1,103,6,97,2,9,2
1,103,8,104,1,9,1
1,103,8,103,0,9,3
1,103,6,95,1,9,3
1,103,13,78,1,9,1
1,103,6,124,2,9,2
1,103,15,68,0,9,4
1,103,10,99,1,9,1
1,103,7,120,2,9,1
1,103,8,104,1,9,0
1,103,11,96,2,9,0
1,102,17,47,0,9,2
1,102,3,150,0,9,2
1,102,13,64,1,9,1
1,102,3,132,3,9,1
1,102,7,96,3,9,0
1,102,10,90,2,9,2
1,102,16,51,1,9,1
1,102,16,136,0,9,0
1,102,10,136,0,9,0
1,102,13,85,3,9,1
1,102,14,67,1,9,1
1,102,10,95,0,9,2
1,102,8,104,0,9,2
1,102,13,76,3,9,0
1,102,9,68,0,9,3
1,102,11,72,2,9,1
1,102,3,113,2,9,1
1,102,13,62,0,9,1
1,101,7,102,2,9,1
1,101,8,86,2,9,1
1,101,9,124,1,9,1
1,101,2,129,1,9,2
1,101,15,68,0,9,0
1,101,2,94,3,9,1
1,101,10,79,3,9,0
1,101,12,68,1,9,0
1,101,6,120,0,9,1
1,101,12,69,0,9,1
1,101,6,149,0,9,0
1,101,11,87,2,9,1
1,101,13,65,1,9,2
1,101,12,128,1,9,0
1,101,10,88,0,9,3
1,101,17,38,1,9,1
1,101,2,91,0,9,2
1,101,10,86,4,9,0
1,101,9,84,2,9,2
1,101,11,71,3,9,0
1,101,16,72,0,9,1
1,101,10,125,0,9,1
1,101,10,73,2,9,0
1,101,14,37,0,9,3
1,101,9,90,1,9,0
1,101,2,130,0,9,0
1,100,9,113,2,9,1
1,100,14,75,1,9,1
1,100,1,173,0,9,1
1,100,7,85,1,9,2
1,100,11,92,1,9,1
1,100,2,114,1,9,1
1,100,8,81,2,9,2
1,100,13,61,1,9,0
1,100,12,58,1,9,2
1,100,14,59,0,9,2
1,100,14,40,1,9,3
1,100,15,49,0,9,2
1,100,7,117,1,9,2
1,100,1,118,0,9,1
1,100,12,60,3,9,2
1,100,1,118,0,9,0
1,100,8,121,1,9,2
1,100,13,104,0,9,2
1,100,6,129,1,9,2
1,99,8,80,2,9,1
1,99,8,120,1,9,1
1,99,9,94,1,9,2
1,99,10,98,2,9,0
1,99,6,125,0,9,3
1,99,16,49,0,9,1
1,99,14,88,2,9,1
1,99,10,66,1,9,4
1,99,13,94,2,9,0
1,99,9,112,0,9,3
1,99,9,91,2,9,0
1,99,13,101,0,9,1
1,99,12,97,2,9,1
1,99,12,54,1,9,0
1,99,8,104,2,9,0
1,99,8,100,0,9,2
1,99,14,89,1,9,1
1,99,12,97,1,9,0
1,99,13,73,3,9,0
1,99,11,59,1,9,2
1,99,8,118,2,9,0
1,99,4,109,1,9,4
1,99,11,134,0,9,0
1,98,9,118,2,9,1
1,98,11,86,1,9,1
1,98,12,81,2,9,1
1,98,13,87,0,9,1
1,98,14,79,1,9,1
1,98,15,84,1,9,0
1,98,13,45,2,9,2
1,98,7,119,2,9,2
1,98,15,83,0,9,1
1,98,10,96,1,9,0
1,98,8,94,0,9,2
1,98,8,120,0,9,1
1,98,12,67,0,9,1
1,98,9,98,1,9,1
1,98,16,73,1,9,1
1,98,15,59,3,9,2
1,98,13,121,2,9,0
1,98,10,80,1,9,2
1,98,7,101,0,9,2
1,98,9,124,0,9,1
1,98,13,68,2,9,0
1,98,9,106,1,9,1
1,98,14,59,0,9,3
1,98,7,101,1,9,0
1,98,11,58,2,9,3
1,98,10,67,2,9,0
1,98,8,122,1,9,0
1,97,8,104,2,9,0
1,97,10,104,1,9,2
1,97,9,73,2,9,5
1,97,12,90,0,9,2
1,97,14,59,1,9,0
1,97,11,81,3,9,1
1,97,15,58,0,9,3
1,97,10,109,1,9,1
1,97,11,70,0,9,1
1,97,16,54,1,9,3
1,97,11,54,2,9,1
1,97,14,100,0,9,1
1,97,20,107,0,9,0
1,97,10,67,0,9,2
1,97,10,90,0,9,0
1,97,13,114,0,9,1
1,97,11,88,1,9,4
1,97,12,96,1,9,1
1,97,16,76,1,9,2
1,97,11,62,2,9,2
1,97,8,77,2,9,2
1,97,11,91,1,9,0
1,97,13,51,3,9,1
1,97,17,108,0,9,1
1,97,12,83,2,9,1
1,96,9,126,0,9,2
1,96,12,83,0,9,2
1,96,13,49,1,9,1
1,96,9,103,0,9,1
1,96,16,72,0,9,1
1,96,7,88,0,9,4
1,96,11,98,1,9,2
1,96,9,92,2,9,1
1,96,14,123,2,9,0
1,96,9,108,2,9,1
1,96,10,91,3,9,1
1,96,16,86,0,9,1
1,96,11,67,3,9,3
1,96,19,103,0,9,0
1,96,15,63,2,9,1
1,96,13,64,2,9,1
1,96,8,141,1,9,0
1,96,12,102,2,9,1
1,96,15,89,0,9,2
1,96,9,86,1,9,0
1,96,7,102,2,9,2
1,96,14,91,2,9,1
1,96,15,81,0,9,1
1,96,9,95,2,9,0
1,96,9,78,0,9,1
1,96,18,57,1,9,1
1,96,16,62,0,9,3
1,96,8,124,1,9,1
1,96,13,91,3,9,1
1,96,6,108,0,9,2
1,96,6,84,3,9,2
1,96,14,62,0,9,1
1,96,7,101,2,9,2
1,96,9,114,1,9,0
1,96,13,61,1,9,2
1,96,11,87,0,9,3
1,96,12,85,2,9,1
1,96,9,97,1,9,1
1,96,11,136,2,9,1
1,95,9,97,2,9,0
1,95,11,110,0,9,0
1,95,8,74,3,9,4
1,95,13,80,1,9,0
1,95,12,88,1,9,1
1,95,12,84,1,9,2
1,95,10,108,2,9,1
1,95,11,114,0,9,3
