fl,hp,lv,sp,pt,ar,st
0,78,6,111,1,4,0
0,77,7,83,0,4,1
0,0,4,109,0,4,0
0,93,4,94,1,4,1
0,81,6,112,0,4,1
0,105,6,89,0,4,1
0,97,6,108,1,4,0
0,96,6,112,0,4,1
0,79,8,101,0,4,1
0,78,7,95,1,4,1
0,95,7,82,2,4,1
0,84,7,99,0,4,0
0,95,6,93,0,4,1
0,98,7,125,0,4,0
0,74,6,110,0,4,1
0,86,7,104,0,4,1
0,77,7,109,0,4,1
0,99,6,91,1,4,0
0,97,11,67,0,4,0
0,91,6,110,2,4,0
0,76,7,105,0,4,2
0,81,6,111,1,4,1
0,94,6,94,0,4,0
0,95,7,102,0,4,0
0,78,7,100,0,4,1
0,102,3,112,0,4,1
0,76,7,109,1,4,0
0,87,6,112,0,4,0
0,84,6,111,0,4,0
0,90,7,87,0,4,0
0,106,7,79,1,4,0
0,88,6,111,1,4,0
0,83,8,84,0,4,1
0,81,6,93,0,4,1
0,84,6,92,0,4,1
0,90,7,103,0,4,1
0,95,11,63,0,4,1
0,87,6,111,2,4,0
0,84,6,92,1,4,1
0,78,7,128,0,4,0
0,92,6,90,2,4,0
0,88,4,147,0,4,0
0,102,3,112,1,4,0
0,105,6,108,1,4,0
0,86,6,111,2,4,0
0,86,6,130,0,4,1
0,90,9,68,1,4,1
0,100,3,96,1,4,1
0,90,7,105,1,4,1
0,77,6,113,0,4,0
0,83,6,108,1,4,1
0,97,4,113,0,4,1
0,87,4,115,1,4,1
0,102,3,95,1,4,1
0,83,10,89,1,4,0
0,97,8,82,0,4,0
0,105,6,89,0,4,0
0,95,6,93,0,4,1
0,101,2,116,0,4,1
0,76,8,98,1,4,1
0,91,6,91,0,4,1
0,84,3,96,1,4,2
0,76,7,78,1,4,1
0,100,6,89,2,4,1
0,86,4,89,0,4,2
0,79,10,74,0,4,1
0,103,4,91,0,4,2
0,80,7,85,1,4,2
0,105,6,87,1,4,1
0,98,7,107,0,4,0
0,93,6,90,0,4,1
0,102,6,88,1,4,0
0,89,7,90,1,4,0
0,85,7,100,1,4,0
0,79,6,109,0,4,0
0,78,7,105,0,4,0
0,84,8,109,0,4,0
0,97,6,93,0,4,1
0,87,4,94,2,4,0
0,76,7,109,0,4,1
0,78,10,70,1,4,0
0,101,7,105,1,4,0
0,90,7,79,0,4,1
0,78,7,85,0,4,1
0,95,4,110,1,4,1
0,87,7,107,0,4,1
0,96,6,89,3,4,0
0,74,6,91,0,4,1
0,90,7,82,2,4,0
0,79,10,94,0,4,0
0,79,9,94,2,4,0
0,77,7,87,1,4,1
0,93,6,90,0,4,0
0,78,7,121,1,4,0
0,78,7,85,1,4,0
0,87,7,103,0,4,2
0,102,7,125,0,4,0
0,79,7,104,1,4,0
0,86,6,93,2,4,0
0,89,6,91,1,4,0
0,87,6,131,0,4,1
0,101,3,116,1,4,0
0,85,7,128,1,4,0
0,96,6,90,0,4,2
0,101,2,97,2,4,0
0,86,4,128,0,4,1
0,104,6,112,0,4,1
0,85,6,89,0,4,1
0,88,7,107,1,4,1
0,80,6,123,0,4,0
0,96,6,92,0,4,1
0,95,6,109,1,4,0
0,75,7,85,2,4,1
0,85,6,92,1,4,1
0,80,7,105,0,4,1
0,93,12,81,1,4,0
0,103,6,104,0,4,1
0,88,7,80,2,4,0
0,79,11,65,1,4,0
0,96,7,88,1,4,0
0,77,6,89,1,4,1
0,93,6,110,0,4,1
0,105,6,110,0,4,1
0,100,12,83,1,4,0
0,75,6,112,1,4,0
0,79,8,125,0,4,0
0,103,4,94,1,4,0
0,96,7,130,0,4,0
0,75,8,82,0,4,1
0,81,11,69,0,4,3
0,87,7,91,2,4,0
0,76,6,109,1,4,0
0,101,2,94,1,4,1
0,76,7,89,0,4,0
0,90,7,90,2,4,0
0,88,7,72,1,4,1
0,78,6,84,2,4,0
0,76,7,89,0,4,1
0,79,9,76,0,4,2
0,102,7,81,1,4,0
0,101,3,94,0,4,2
0,79,12,68,0,4,0
0,77,8,90,1,4,0
0,81,7,85,1,4,1
0,75,6,93,0,4,1
0,80,7,85,1,4,1
0,94,7,85,0,4,0
0,92,8,77,0,4,1
0,76,3,116,0,4,1
0,101,6,89,2,4,0
0,92,6,107,0,4,1
0,88,8,92,1,4,0
0,94,6,106,0,4,0
0,90,6,130,0,4,0
0,78,7,94,0,4,1
0,105,6,90,0,4,0
0,91,10,92,0,4,0
0,90,7,91,0,4,0
0,96,6,87,1,4,1
0,103,4,95,1,4,0
0,83,7,88,0,4,1
0,105,6,106,0,4,0
0,76,7,97,0,4,1
0,100,7,80,2,4,1
0,79,7,81,1,4,1
0,78,7,105,0,4,1
0,79,7,129,0,4,0
0,79,7,108,0,4,1
0,82,6,108,0,4,1
0,77,6,93,1,4,2
0,107,8,95,1,4,0
0,88,7,83,0,4,1
0,101,7,105,0,4,1
0,76,6,85,0,4,2
0,99,9,93,0,4,1
0,82,11,79,0,4,1
0,100,3,116,0,4,1
0,92,12,64,0,4,2
0,91,6,131,0,4,0
0,100,6,91,1,4,0
0,77,10,90,0,4,0
0,94,8,78,1,4,0
0,102,3,114,1,4,0
0,104,6,91,1,4,0
0,76,7,109,2,4,0
0,102,3,96,1,4,1
0,102,3,111,0,4,1
0,81,7,109,0,4,1
0,103,6,92,0,4,2
0,77,8,102,0,4,0
0,103,4,90,1,4,1
0,75,7,102,1,4,0
0,85,6,87,1,4,1
0,86,6,111,1,4,0
0,86,6,90,0,4,2
0,86,6,102,1,4,0
0,74,6,133,1,4,0
0,77,7,102,0,4,0
0,98,6,89,1,4,0
0,92,6,89,1,4,1
0,0,8,77,1,4,0
0,102,3,115,0,4,0
0,92,6,133,0,4,0
0,99,6,90,0,4,2
0,78,9,92,0,4,0
0,87,7,87,2,4,0
0,77,7,109,1,4,0
0,95,7,106,0,4,0
0,91,6,109,0,4,1
0,86,6,111,0,4,1
0,98,7,105,0,4,1
0,78,4,133,0,4,1
0,94,7,86,0,4,1
0,75,6,112,1,4,0
0,104,7,85,0,4,0
0,78,8,118,0,4,0
0,91,7,87,2,4,1
0,86,7,106,2,4,0
0,78,8,97,1,4,1
0,80,6,83,1,4,1
0,102,3,129,0,4,0
0,85,7,108,0,4,2
0,75,6,110,1,4,0
0,76,6,113,0,4,1
0,76,4,91,0,4,2
0,87,7,87,0,4,1
0,100,3,136,0,4,1
0,86,7,80,1,4,1
0,92,10,72,1,4,0
0,105,6,91,0,4,0
0,95,4,93,3,4,0
0,77,8,102,1,4,1
0,0,3,114,0,4,0
0,85,7,84,0,4,1
0,84,8,80,1,4,0
0,79,6,91,0,4,2
0,81,7,88,2,4,0
0,77,7,139,0,4,0
0,76,6,93,2,4,0
0,103,4,87,1,4,1
0,98,4,97,1,4,1
0,79,6,107,0,4,1
0,78,8,119,0,4,0
0,76,7,84,0,4,3
0,93,6,110,0,4,2
0,80,6,103,1,4,0
0,96,6,112,0,4,1
0,93,6,93,0,4,1
0,98,7,101,0,4,0
0,77,7,109,1,4,0
0,80,6,112,1,4,1
0,102,3,95,0,4,1
0,77,7,105,1,4,1
0,0,7,105,0,4,0
0,86,6,93,0,4,1
0,85,6,111,1,4,0
0,100,7,101,0,4,0
0,79,6,132,0,4,0
0,78,8,105,0,4,1
0,85,6,92,1,4,1
0,99,6,113,0,4,0
0,93,8,93,2,4,0
0,100,6,111,1,4,0
0,99,3,116,0,4,1
0,105,6,88,0,4,0
0,86,4,95,2,4,1
0,78,7,105,1,4,0
0,89,3,96,0,4,2
0,95,6,93,0,4,1
0,79,8,118,1,4,0
0,83,6,89,1,4,2
0,77,7,85,1,4,1
0,77,7,88,1,4,1
0,100,7,81,0,4,2
0,85,4,95,1,4,0
0,85,6,89,1,4,0
0,76,8,78,1,4,0
0,84,7,108,1,4,0
0,103,4,128,0,4,0
0,89,7,83,0,4,2
0,75,6,114,0,4,1
0,75,4,131,0,4,1
0,78,9,75,1,4,0
0,87,7,102,1,4,0
0,81,8,101,0,4,0
0,77,6,111,0,4,0
0,75,6,96,1,4,0
0,98,3,96,2,4,0
0,88,7,87,2,4,0
0,78,8,81,1,4,0
0,80,12,55,0,4,2
0,92,6,114,1,4,0
0,75,6,110,0,4,1
0,84,6,92,1,4,1
0,82,7,125,0,4,0
0,78,10,70,0,4,3
0,106,7,87,2,4,0
0,92,6,110,1,4,0
0,96,6,86,1,4,0
0,96,6,89,1,4,1
0,95,6,103,0,4,1
0,0,7,109,0,4,0
0,89,6,90,0,4,2
0,95,6,113,0,4,0
0,79,7,98,1,4,0
0,93,4,114,0,4,1
0,79,6,92,1,4,1
0,83,6,91,1,4,0
0,82,10,94,0,4,0
0,93,6,90,1,4,1
0,91,6,134,0,4,0
0,93,4,94,2,4,0
0,77,6,89,0,4,2
0,96,6,110,0,4,1
0,83,6,91,2,4,0
0,81,7,105,0,4,1
0,86,7,85,1,4,0
0,98,7,85,1,4,1
0,101,2,92,2,4,0
0,101,7,101,0,4,0
0,106,8,96,1,4,0
0,80,7,77,1,4,1
0,77,7,85,2,4,1
0,87,6,93,0,4,1
0,101,4,112,0,4,1
0,97,3,96,3,4,0
0,79,7,105,0,4,1
0,91,7,103,2,4,0
0,76,7,86,1,4,1
0,84,6,131,1,4,0
0,74,6,93,1,4,1
0,76,7,109,0,4,1
0,77,8,114,0,4,0
0,103,4,128,0,4,0
0,103,6,110,0,4,0
0,84,8,80,2,4,1
0,85,3,97,0,4,2
0,81,6,128,0,4,1
0,103,4,95,0,4,1
0,83,7,111,0,4,0
0,74,6,103,1,4,0
0,90,4,95,1,4,1
0,78,11,87,0,4,1
0,106,7,79,0,4,2
0,96,6,110,0,4,0
0,79,3,114,1,4,0
0,80,8,77,1,4,2
0,83,7,81,1,4,0
0,86,3,135,0,4,0
0,92,6,92,0,4,1
0,97,3,117,0,4,1
0,99,6,93,0,4,1
0,103,4,86,1,4,1
0,87,8,76,1,4,1
0,78,6,92,1,4,0
0,103,6,128,0,4,0
0,92,7,85,1,4,1
0,85,7,84,1,4,1
0,86,4,107,0,4,1
0,83,11,64,0,4,2
0,85,4,95,1,4,1
0,95,6,109,1,4,1
0,102,3,95,2,4,0
0,100,3,114,2,4,0
0,102,3,114,1,4,0
0,101,2,112,1,4,0
0,107,10,73,2,4,0
0,88,7,89,0,4,1
0,80,7,101,0,4,1
0,75,7,104,0,4,1
0,85,6,132,0,4,0
0,102,6,86,1,4,0
0,92,12,67,1,4,0
0,77,6,107,0,4,1
0,101,6,108,1,4,0
0,86,7,87,0,4,1
0,97,6,109,0,4,0
0,102,3,136,1,4,0
0,85,3,96,2,4,0
0,99,7,109,1,4,0
0,75,6,108,1,4,1
0,77,9,106,0,4,1
0,94,9,67,0,4,1
0,80,10,66,0,4,0
0,78,8,79,0,4,0
0,85,8,76,1,4,0
0,91,6,103,1,4,1
0,92,15,50,1,4,1
0,79,7,101,1,4,1
0,78,3,115,1,4,0
0,86,7,88,1,4,0
0,96,13,49,1,4,0
0,102,3,95,1,4,1
0,90,4,113,0,4,0
0,88,7,126,1,4,0
0,102,3,112,0,4,1
0,86,8,91,0,4,0
0,107,8,76,2,4,0
0,93,6,114,0,4,0
0,92,6,130,0,4,1
0,89,6,111,0,4,2
0,99,8,105,0,4,0
0,88,7,118,1,4,0
0,94,6,89,1,4,0
0,98,10,66,0,4,3
0,105,6,113,0,4,0
0,93,6,92,1,4,1
0,88,10,76,0,4,0
0,76,8,81,1,4,0
0,88,7,107,0,4,1
0,100,7,89,0,4,1
0,93,6,93,0,4,1
0,105,6,91,1,4,0
0,86,10,85,0,4,0
0,93,11,80,0,4,1
0,78,6,128,0,4,0
0,81,7,88,0,4,0
0,92,4,108,1,4,0
0,94,6,92,0,4,1
0,84,7,84,1,4,2
0,102,3,112,0,4,1
0,81,7,148,0,4,0
0,105,7,126,0,4,0
0,78,10,86,1,4,1
0,89,7,111,0,4,1
0,92,9,79,0,4,2
0,76,6,150,0,4,0
0,78,6,108,0,4,1
0,87,12,56,1,4,0
0,85,6,111,1,4,0
0,95,7,106,1,4,1
0,84,7,112,0,4,0
0,86,7,104,0,4,1
0,99,3,96,2,4,0
0,90,7,86,0,4,1
0,93,8,97,1,4,1
0,97,7,88,0,4,1
0,82,6,110,1,4,0
0,78,7,89,1,4,0
0,79,10,74,1,4,1
0,79,7,85,1,4,2
0,76,6,128,0,4,0
0,88,9,94,1,4,0
0,90,6,110,1,4,0
0,81,7,85,0,4,0
0,87,6,82,0,4,1
0,88,7,125,0,4,0
0,95,7,102,0,4,1
0,106,7,83,1,4,0
0,105,6,90,2,4,0
0,105,6,87,1,4,0
0,79,6,121,0,4,0
0,95,8,91,1,4,0
0,106,7,107,0,4,0
0,80,6,90,1,4,2
0,94,7,85,1,4,0
0,87,4,115,0,4,1
0,77,7,80,1,4,1
0,95,7,90,0,4,2
0,76,7,111,1,4,0
0,102,10,69,3,4,0
0,84,7,79,1,4,1
0,93,7,90,0,4,1
0,83,7,80,2,4,0
0,107,8,96,1,4,0
0,103,4,111,1,4,0
0,78,7,85,1,4,1
0,101,2,114,1,4,0
0,77,6,105,0,4,1
0,91,3,113,1,4,0
0,78,7,83,2,4,0
0,80,6,88,2,4,0
0,105,6,110,1,4,0
0,84,7,88,2,4,0
0,89,6,93,0,4,1
0,0,10,90,0,4,0
0,77,9,73,0,4,2
0,98,6,109,1,4,0
0,79,12,73,1,4,1
0,80,4,112,0,4,1
0,101,4,112,1,4,0
0,102,3,95,1,4,1
0,103,4,94,0,4,0
0,91,6,110,1,4,1
0,79,11,87,0,4,1
0,76,8,98,1,4,0
0,89,7,77,1,4,0
0,96,3,97,0,4,2
0,77,7,87,2,4,0
0,77,7,105,2,4,0
0,88,7,89,1,4,1
0,82,4,112,0,4,1
0,78,9,94,0,4,1
0,82,6,92,0,4,2
0,101,2,94,3,4,0
0,86,6,151,0,4,0
0,83,4,92,2,4,0
0,82,7,80,0,4,1
0,80,6,112,0,4,1
0,93,8,82,0,4,1
0,92,6,112,1,4,0
0,89,7,103,1,4,1
0,94,8,85,0,4,0
0,98,4,93,1,4,1
0,80,7,119,1,4,0
0,77,8,98,1,4,0
0,80,6,109,1,4,0
0,94,4,114,0,4,1
0,79,11,63,0,4,1
0,87,7,123,0,4,0
0,82,7,104,1,4,0
0,77,7,102,1,4,0
0,90,6,90,1,4,1
0,84,6,108,1,4,0
0,79,7,89,1,4,2
0,105,7,88,1,4,0
0,77,8,74,1,4,2
0,102,3,93,0,4,2
0,87,7,104,1,4,0
0,83,6,132,1,4,0
0,81,7,105,1,4,0
0,80,7,77,1,4,1
0,103,4,92,0,4,1
0,102,3,115,0,4,1
0,93,7,110,0,4,0
0,102,3,135,0,4,0
0,82,8,73,0,4,2
0,79,8,87,1,4,0
0,100,3,116,1,4,0
0,77,7,86,0,4,0
0,95,11,59,0,4,0
0,86,7,85,1,4,2
0,80,7,85,1,4,1
0,89,8,85,0,4,0
0,101,2,114,1,4,0
0,81,8,85,0,4,0
0,94,4,114,2,4,0
0,84,6,88,1,4,2
0,86,6,87,2,4,0
0,103,4,95,1,4,0
0,95,7,98,0,4,2
0,79,10,94,1,4,0
0,74,4,111,1,4,1
0,106,7,84,1,4,0
0,86,9,94,0,4,1
0,87,6,131,0,4,0
0,95,4,113,1,4,0
0,105,6,89,1,4,0
0,103,4,130,0,4,0
0,85,6,113,0,4,0
0,77,8,78,1,4,0
0,79,7,83,0,4,2
0,91,6,110,0,4,1
0,88,6,131,0,4,0
0,79,4,97,1,4,1
0,87,7,127,0,4,1
0,77,7,88,2,4,0
0,86,7,87,1,4,0
0,85,7,71,0,4,0
0,102,3,94,0,4,2
0,102,3,115,1,4,1
0,101,3,96,1,4,2
0,94,6,112,0,4,0
0,102,3,96,1,4,1
0,103,4,91,2,4,0
0,79,8,81,1,4,0
0,102,3,114,1,4,0
0,100,6,129,0,4,1
0,82,7,85,2,4,1
0,91,4,94,1,4,2
0,86,6,84,0,4,1
0,82,7,88,0,4,1
0,75,8,102,0,4,1
0,81,6,92,1,4,1
0,102,4,112,0,4,1
0,97,7,122,0,4,0
0,77,7,85,0,4,2
0,79,6,91,1,4,1
0,77,7,125,0,4,0
0,76,7,122,1,4,0
0,79,7,109,0,4,1
0,87,7,111,0,4,1
0,104,6,91,1,4,0
0,75,6,90,2,4,0
0,85,4,113,1,4,0
0,101,2,116,0,4,1
0,86,7,104,0,4,1
0,78,7,97,1,4,0
0,77,7,97,1,4,0
0,103,4,111,1,4,1
0,100,4,91,2,4,0
0,84,7,104,1,4,0
0,78,10,74,0,4,1
0,82,6,108,0,4,0
0,84,7,82,1,4,1
0,86,7,107,1,4,0
0,93,6,94,1,4,1
0,76,7,106,0,4,0
0,78,7,101,0,4,2
0,75,8,76,0,4,1
0,80,8,81,0,4,2
0,77,6,85,2,4,0
0,75,7,94,1,4,0
0,76,7,98,0,4,1
0,78,8,114,1,4,0
0,80,10,78,1,4,1
0,97,10,111,0,4,0
0,88,6,111,1,4,0
0,89,4,94,1,4,0
0,91,7,86,0,4,0
0,102,3,115,0,4,1
0,82,7,101,1,4,0
0,80,7,74,0,4,2
0,81,6,111,0,4,1
0,89,7,90,0,4,0
0,85,4,136,0,4,0
0,85,7,108,0,4,1
0,78,7,105,0,4,0
0,78,7,107,0,4,0
0,84,7,128,0,4,0
0,97,7,85,1,4,1
0,106,7,90,0,4,0
0,102,3,97,1,4,1
0,79,6,93,1,4,0
0,78,8,74,0,4,2
0,80,8,74,2,4,0
0,75,7,86,1,4,2
0,84,7,111,0,4,0
0,77,7,105,1,4,0
0,78,10,94,0,4,1
0,103,4,92,0,4,2
0,82,10,62,0,4,1
0,89,10,74,1,4,0
0,101,2,98,1,4,0
0,77,10,67,0,4,2
0,77,4,97,0,4,2
0,82,12,86,0,4,0
0,103,6,92,1,4,0
0,98,7,105,0,4,1
0,96,7,89,0,4,0
0,93,4,134,0,4,0
0,94,6,118,0,4,0
0,78,7,105,1,4,0
0,75,6,112,1,4,0
0,88,7,105,1,4,1
0,82,7,75,1,4,1
0,90,7,83,2,4,0
0,107,8,80,0,4,0
0,0,7,122,0,4,0
0,91,4,130,0,4,0
0,82,7,88,0,4,0
0,90,7,107,0,4,1
0,76,8,78,1,4,1
0,89,7,87,1,4,1
0,76,7,107,0,4,0
0,0,4,96,0,4,0
0,88,7,131,0,4,0
0,80,7,81,2,4,0
0,74,4,93,0,4,2
0,95,7,85,0,4,0
0,98,6,108,1,4,0
0,90,7,89,1,4,0
0,78,6,92,0,4,2
0,79,7,100,2,4,0
0,81,8,74,0,4,1
0,76,8,82,0,4,1
0,94,6,91,0,4,0
0,95,9,97,0,4,0
0,88,7,146,0,4,0
0,93,6,107,1,4,0
0,103,6,107,0,4,1
0,97,7,122,0,4,0
0,104,7,72,0,4,1
0,88,6,110,1,4,0
0,99,3,116,0,4,1
0,85,4,95,1,4,1
0,103,4,110,1,4,0
0,78,7,85,1,4,1
0,87,7,109,0,4,1
0,76,8,111,0,4,0
0,79,7,104,0,4,0
0,94,4,134,0,4,0
0,102,7,84,1,4,1
0,85,10,110,0,4,0
0,77,7,102,1,4,0
0,97,7,84,0,4,0
0,76,6,113,0,4,0
0,75,6,106,0,4,1
0,80,9,70,1,4,1
0,102,3,95,0,4,1
0,76,7,102,0,4,0
0,77,9,91,1,4,0
0,77,7,105,0,4,0
0,81,6,91,0,4,1
0,77,7,126,0,4,0
0,78,6,129,0,4,0
0,104,7,88,0,4,1
0,105,6,106,2,4,0
0,107,8,83,0,4,0
0,81,4,92,1,4,1
0,89,7,131,0,4,0
0,99,6,111,0,4,1
0,101,6,112,1,4,0
0,105,7,76,2,4,1
0,91,6,110,0,4,2
0,78,6,112,0,4,1
0,92,6,90,1,4,2
0,78,7,92,0,4,0
0,79,6,113,1,4,0
0,96,7,78,0,4,1
0,89,6,95,0,4,1
0,97,7,104,1,4,0
0,84,7,108,1,4,0
0,103,4,93,1,4,0
0,94,4,93,2,4,0
0,83,7,88,0,4,2
0,84,6,111,0,4,1
0,86,7,84,0,4,3
0,99,6,109,0,4,1
0,75,6,85,1,4,0
0,86,6,107,0,4,1
0,96,7,86,0,4,1
0,92,7,80,1,4,1
0,74,4,94,0,4,0
0,87,7,122,0,4,0
0,76,9,67,0,4,1
0,79,6,89,1,4,2
0,95,7,72,0,4,2
0,76,6,89,2,4,0
0,87,4,95,0,4,2
0,103,4,115,0,4,0
0,0,7,107,0,4,0
0,76,7,84,0,4,1
0,76,7,122,0,4,0
0,89,4,87,0,4,0
0,76,8,72,0,4,1
0,91,6,90,0,4,1
0,90,11,88,1,4,0
0,87,7,111,0,4,0
0,90,8,83,0,4,0
0,85,7,108,0,4,0
0,76,7,118,0,4,1
0,96,3,113,1,4,0
0,79,9,69,0,4,2
0,94,7,81,0,4,1
0,76,6,84,1,4,1
0,103,6,109,0,4,0
0,78,9,74,0,4,1
0,95,7,82,1,4,0
0,77,7,85,2,4,0
0,78,6,93,2,4,0
0,85,7,87,1,4,0
0,77,7,109,0,4,0
0,77,6,113,1,4,0
0,80,10,63,1,4,0
0,100,6,105,0,4,1
0,82,7,84,0,4,1
0,78,9,70,1,4,1
0,78,6,88,0,4,2
0,83,7,87,1,4,1
0,95,9,75,0,4,2
0,98,3,112,0,4,1
0,97,6,93,1,4,0
0,75,6,90,2,4,0
0,99,7,108,0,4,0
0,80,7,95,2,4,0
0,84,11,82,0,4,1
0,74,4,111,0,4,1
0,80,9,75,1,4,1
0,82,11,66,1,4,1
0,86,13,56,0,4,1
0,86,11,88,0,4,0
0,106,7,90,1,4,0
0,76,7,109,1,4,0
0,86,6,91,0,4,0
0,88,4,86,1,4,1
0,85,4,95,0,4,2
0,101,7,105,0,4,0
0,96,6,128,0,4,1
0,91,6,106,0,4,1
0,85,6,108,1,4,1
0,90,7,107,0,4,0
0,79,8,101,0,4,0
0,79,7,123,0,4,1
0,112,13,70,1,4,0
0,92,3,110,1,4,1
0,77,7,89,1,4,2
0,81,7,88,0,4,1
0,88,7,85,0,4,1
0,74,6,90,1,4,0
0,90,7,103,0,4,1
0,83,6,84,0,4,3
0,102,3,113,2,4,0
0,79,7,109,0,4,1
0,78,6,93,0,4,2
0,85,6,127,0,4,0
0,81,7,85,1,4,0
0,102,12,75,1,4,1
0,76,7,86,1,4,1
0,95,7,106,1,4,1
0,83,6,132,0,4,0
0,78,6,89,2,4,0
0,102,3,94,3,4,0
0,86,7,108,0,4,1
0,94,6,94,1,4,1
0,92,8,85,1,4,0
0,105,6,89,0,4,1
0,77,7,129,0,4,0
0,98,6,89,0,4,2
0,78,8,74,0,4,1
0,88,7,78,0,4,1
0,76,6,112,1,4,0
0,78,7,109,2,4,0
0,92,6,130,1,4,0
0,77,7,105,1,4,1
0,86,7,107,2,4,0
0,78,8,85,1,4,1
0,105,6,111,0,4,1
0,95,7,105,1,4,0
0,78,7,90,1,4,1
0,95,6,89,2,4,1
0,102,6,92,1,4,0
0,77,6,93,1,4,1
0,93,7,86,0,4,1
0,78,6,89,2,4,0
0,106,7,109,0,4,0
0,104,7,107,0,4,0
0,75,6,83,2,4,1
0,82,7,104,2,4,0
0,96,6,133,0,4,0
0,75,4,88,1,4,1
0,105,6,110,0,4,0
0,96,6,92,0,4,1
0,101,10,45,0,4,1
0,81,7,104,0,4,1
0,77,7,106,1,4,1
